Projectnummer;LAM MK;Building FID;Opdrachtnummer Extern;Status Omschrijving;Blok;Cluster NR;Straat;Huisnummer;Huisnummer Toevoeging;Wall Mount;SS Reason;Height Cable;Number Floors;Building comment;Quadrant;Kamer;Seq;Plaats;BUILDING KEY;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Status;SSV Completed;xPos;yPos;SSV Date;TSA NEEDED;TSA SENT;TSA SIGNED;Surveyor;Opdrachttemplate;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC DATE;SYNDIC EMAIL;SYNDIC INTERNAL REF;BG Name;SSV COMPLETED DATE
ANTWERPEN-WEST - FH11;4034391;692516;;Site Survey;BL1113;;Verlatstraat;39;;Y;NA;4;3;_;;;;Antwerpen;4034391;MDU;1;2;0;3;Site Survey;;151748;211114;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;969133;33498411;;Site Survey;BL1115;;Leopold de Waelplaats;26;;N;IRREG;4;6;_;;;;Antwerpen;969133;MDU;1;0;1;2;Site Survey;;151702;211019;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Leopold de waelstraat 20-22-24A-26;6/05/2020
ANTWERPEN-WEST - FH11;1785584;633167;;Site Survey;BL1115;;De Burburestraat;13;;Y;NA;3;4;_;;;;Antwerpen;1785584;MDU;0;4;0;4;Site Survey;;151603;211040;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;4052086;692797;;Site Survey;BL1116;;Verschansingstraat;20;;N;ORN;4;4;_;;;;Antwerpen;4052086;MDU;1;0;0;1;Site Survey;;151586;210951;;;;;Geert Stockman;BUILDING template;;;;;;;;;Pourbusstraat 33_Verschaningstraat 20;2/05/2020
ANTWERPEN-WEST - FH11;970501;33498575;;Site Survey;BL1114;;Verlatstraat;18;;Y;NA;3;2;_;;;;Antwerpen;970501;SDU;1;0;0;1;Site Survey;;151683;211120;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;1785591;633168;;Site Survey;BL1116;;De Burburestraat;14;;Y;NA;3;4;_;;;;Antwerpen;1785591;MDU;0;7;0;7;Site Survey;;151602;211007;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;4062342;692969;;Site Survey;BL1119;;Gijzelaarsstraat;62;;Y;NA;3;3;_;;;;Antwerpen;4062342;MDU;0;3;0;3;Site Survey;;151366;210676;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;970512;33498660;;Site Survey;BL1114;;Vlaamsekaai;31;;N;IRREG;4;4;_;;;;Antwerpen;970512;MDU;1;0;0;1;Site Survey;;151614;211155;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Vlaamse Kaai 28-29-29A-31;15/05/2020
ANTWERPEN-WEST - FH11;NB-200034e81529;;;Site Survey;;;Waalsekaai;34;;N;IRREG;;5;_;;;;Antwerpen;NB-200034e81529;SDU;1;0;0;1;Site Survey;;151415;211125;3/05/2020;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1785594;14151215;;Site Survey;BL1115;;De Burburestraat;15;;Y;NA;3;4;_;;;;Antwerpen;1785594;MDU;1;5;0;6;Site Survey;;151603;211032;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;4073986;693192;;Site Survey;BL1107;;Luikstraat;4;;Y;NA;3;2;_;;;;Antwerpen;4073986;SDU;1;0;0;1;Site Survey;;151397;211180;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;970513;33498468;;Site Survey;BL1114;;Museumstraat;45;;Y;NA;5;4;_;;;;Antwerpen;970513;SDU;1;0;0;1;Site Survey;;151713;211045;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;1785598;633170;;Site Survey;BL1116;;De Burburestraat;16;;Y;NA;6;4;_;;;;Antwerpen;1785598;MDU;1;2;0;3;Site Survey;;151606;211002;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;4074677;693210;;Site Survey;BL1110;;Waalsekaai;22;;Y;NA;3;4;_;;;;Antwerpen;4074677;MDU;1;3;0;4;Site Survey;;151526;211254;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;970873;33498565;;Site Survey;BL1110;;Timmerwerfstraat;40;;N;MON;4;3;_;;;;Antwerpen;970873;SDU;0;1;0;1;Site Survey;;151543;211315;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1785607;633171;;Site Survey;BL1116;;De Burburestraat;18;;Y;NA;3;4;_;;;;Antwerpen;1785607;MDU;0;4;0;4;Site Survey;;151614;210998;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;4128036;693653;;Site Survey;BL1118;;Gijzelaarsstraat;6;;Y;NA;3;3;_;;;;Antwerpen;4128036;MDU;0;2;0;2;Site Survey;;151392;210857;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;970914;33498347;;Site Survey;BL1109;;Cockerillkaai;16;;Y;NA;3;7;_;;;;Antwerpen;970914;SDU;1;0;0;1;Site Survey;;151463;211297;;;;;Hidde Kiekens;BUILDING template;Jalo;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;NB-20004e8e588;;;Site Survey;;;Gentplaats;4;;Y;NA;5;4;_;;;;Antwerpen;NB-20004e8e588;MDU;1;4;0;5;Site Survey;;151265;210674;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1785617;633172;;Site Survey;BL1116;;De Burburestraat;24;;Y;NA;3;3;_;;;;Antwerpen;1785617;SDU;0;1;0;1;Site Survey;;151629;210988;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;4190566;695091;;Site Survey;BL1112;;Vlaamsekaai;13;;Y;NA;3;4;_;;;;Antwerpen;4190566;MDU;0;3;0;3;Site Survey;;151695;211274;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;970916;33498351;;Site Survey;BL1111;;Cockerillkaai;6;;N;ORN;4;5;_;;;;Antwerpen;970916;MDU;1;3;0;4;Site Survey;;151560;211447;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;1785618;14151216;;Site Survey;BL1115;;De Burburestraat;25;;N;ORN;4;4;_;;;;Antwerpen;1785618;MDU;0;10;1;11;Site Survey;;151640;211005;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;4201186;695330;;Site Survey;BL1116;;De Burburestraat;32;;Y;NA;3;4;_;;;;Antwerpen;4201186;MDU;0;3;0;3;Site Survey;;151643;210973;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;970928;33498736;;Site Survey;BL1110;;Waalsekaai;14;;N;MON;4;2;_;;;;Antwerpen;970928;SDU;1;0;0;1;Site Survey;;151559;211312;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;NB-200020f9f733;;;Site Survey;;;Museumstraat;20;;N;ORN;;7;_;;;;Antwerpen;NB-200020f9f733;MDU;0;6;1;7;Site Survey;;151645;211064;6/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1785623;633174;;Site Survey;BL1116;;De Burburestraat;26;;Y;NA;3;3;_;;;;Antwerpen;1785623;SDU;0;1;0;1;Site Survey;;151631;210982;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;4214219;695642;;Site Survey;BL1107;;Luikstraat;10;;Y;NA;3;3;_;;;;Antwerpen;4214219;SDU;0;1;0;1;Site Survey;;151428;211159;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;971051;33498561;;Site Survey;BL1110;;Timmerwerfstraat;12;;Y;NA;3;5;_;;;;Antwerpen;971051;SDU;1;0;0;1;Site Survey;;151550;211386;;;;;Hidde Kiekens;BUILDING template;Jalo;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;1785625;633175;;Site Survey;BL1116;;De Burburestraat;28;;Y;NA;3;4;_;;;;Antwerpen;1785625;MDU;0;4;0;4;Site Survey;;151634;210978;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;4228392;695945;;Site Survey;BL1112;;Graaf van Egmontstraat;32;;Y;NA;3;4;_;;;;Antwerpen;4228392;MDU;0;2;0;2;Site Survey;;151759;211226;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;971228;33498758;;Site Survey;BL1110;;Waalsekaai;17;;Y;NA;3;2;_;;;;Antwerpen;971228;SDU;0;1;0;1;Site Survey;;151541;211277;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1785628;14151217;;Site Survey;BL1115;;De Burburestraat;29;;N;ORN;4;4;_;;;;Antwerpen;1785628;MDU;0;10;1;11;Site Survey;;151655;210993;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;4249619;14151246;;Site Survey;BL1118;;Gijzelaarsstraat;36;;Y;NA;3;5;_;;;;Antwerpen;4249619;MDU;0;2;0;2;Site Survey;;151376;210764;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;971238;33498445;;Street Survey;BL1109;;Leuvenstraat;32;;Y;NA;4;2;;;;;Antwerpen;971238;SDU;0;1;0;1;Street Survey;;151476;211271;;;;;;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1785641;633177;;Site Survey;BL1116;;De Burburestraat;30;;Y;NA;3;3;_;;;;Antwerpen;1785641;MDU;0;2;0;2;Site Survey;;151639;210976;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;4517004;708377;;Site Survey;BL1113;;Graaf van Egmontstraat;52;;Y;NA;5;3;_;;;;Antwerpen;4517004;SDU;1;0;0;1;Site Survey;;151760;211139;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971795;33498708;;Site Survey;BL1113;;Vorstermanstraat;2;;Y;NA;4;4;_;;;;Antwerpen;971795;MDU;0;1;0;1;Site Survey;;151674;211238;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;1785646;633178;;Site Survey;BL1115;;De Burburestraat;33;;N;ORN;4;6;_;;;;Antwerpen;1785646;MDU;0;10;1;11;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;4517005;708378;;Site Survey;BL1113;;Graaf van Egmontstraat;58;;Y;NA;4;4;_;;;;Antwerpen;4517005;MDU;0;3;0;3;Site Survey;;151762;211121;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;977615;33498474;;Site Survey;BL1118;;Pacificatiestraat;7;;Y;NA;4;5;_;;;;Antwerpen;977615;MDU;1;0;1;2;Site Survey;;151315;210713;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;1785663;633179;;Site Survey;BL1115;;De Burburestraat;41;;N;ORN;4;4;_;;;;Antwerpen;1785663;MDU;0;10;1;11;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;4517007;708379;;Site Survey;BL1113;;Vlaamsekaai;18;;Y;NA;4;4;;;;;Antwerpen;4517007;MDU;1;2;0;3;Site Survey;;151669;211235;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;977803;33498583;;Site Survey;BL1117;;Verschansingstraat;56;;N;IRREG;4;6;_;;;;Antwerpen;977803;MDU;1;0;0;1;Site Survey;;151443;210927;;;;;Geert Stockman;BUILDING template;;;;;;;;;Verschansingstraat 52-54-56_Gillisplaats 2_Vlaamse Kaai 63;11/05/2020
ANTWERPEN-WEST - FH11;NB-20005601265;;;Site Survey;;;Gentplaats;5;;Y;NA;5;4;_;;;;Antwerpen;NB-20005601265;MDU;1;4;0;5;Site Survey;;151260;210677;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1785671;633180;;Site Survey;BL1115;;De Burburestraat;43;;N;IRREG;4;4;_;;;;Antwerpen;1785671;MDU;1;0;0;1;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;De burburestraat 43_leopold de waelplaats 26A-28-30;6/05/2020
ANTWERPEN-WEST - FH11;4517017;708385;;Site Survey;BL1113;;Vorstermanstraat;18;;Y;NA;4;3;_;;;;Antwerpen;4517017;SDU;0;1;0;1;Site Survey;;151749;211173;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;977819;33498684;;Site Survey;BL1117;;Vlaamsekaai;57;;Y;NA;3;5;_;;;;Antwerpen;977819;SDU;1;0;0;1;Site Survey;;151479;210973;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;1800053;634327;;Site Survey;BL1111;;Cockerillkaai;2;;N;IRREG;4;5;_;;;;Antwerpen;1800053;MDU;0;4;1;5;Site Survey;;151572;211463;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;4517021;708388;;Site Survey;BL1112;;Vlaamsekaai;15;;Y;NA;3;4;_;;;;Antwerpen;4517021;SDU;1;0;0;1;Site Survey;;151687;211258;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;977823;33498366;;Site Survey;BL1116;;De Burburestraat;2;;Y;NA;3;4;_;;;;Antwerpen;977823;MDU;0;2;0;2;Site Survey;;151538;211059;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;1800066;634328;;Site Survey;BL1111;;Cockerillkaai;3;;Y;NA;3;4;_;;;;Antwerpen;1800066;MDU;1;1;0;2;Site Survey;;151569;211458;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;4517026;14151247;;Site Survey;BL1112;;Vorstermanstraat;3;;Y;NA;3;2;_;;;;Antwerpen;4517026;SDU;1;0;0;1;Site Survey;;151705;211247;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;977829;33498420;;Site Survey;BL1116;;Leopold de Waelplaats;34;;Y;NA;3;4;_;;;;Antwerpen;977829;SDU;1;0;0;1;Site Survey;;151646;210965;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;1800102;634329;;Site Survey;BL1110;;Cockerillkaai;11;;Y;NA;3;6;_;;;;Antwerpen;1800102;MDU;0;9;0;9;Site Survey;;151511;211374;;;;;Hidde Kiekens;BUILDING template;Jalo;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;4517215;708441;;Site Survey;BL1119;;Gijzelaarsstraat;82;;Y;NA;4;4;;;;;Antwerpen;4517215;MDU;0;10;0;10;Site Survey;;151352;210608;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1800114;634330;;Site Survey;BL1110;;Cockerillkaai;13;;Y;NA;3;6;_;;;;Antwerpen;1800114;MDU;0;9;0;9;Site Survey;;151528;211401;;;;;Hidde Kiekens;BUILDING template;Jalo;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;4517256;11688328;;Site Survey;BL1119;;Jan van Gentstraat;9;;N;ORN;4;6;_;;;;Antwerpen;4517256;MDU;1;0;0;1;Site Survey;;151323;210657;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Jan van gentstraat 5-7-9-11;6/05/2020
ANTWERPEN-WEST - FH11;1800136;634331;;Site Survey;BL1110;;Cockerillkaai;15;;Y;NA;3;7;_;;;;Antwerpen;1800136;MDU;0;11;1;12;Site Survey;;151526;211397;;;;;Hidde Kiekens;BUILDING template;Jalo;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;4517268;14151248;;Site Survey;BL1118;;Pacificatiestraat;8;;Y;NA;4;2;;;;;Antwerpen;4517268;SDU;0;1;0;1;Site Survey;;151321;210722;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1800201;634332;;Site Survey;BL1108;;Cockerillkaai;27;;N;IRREG;0;4;;;;;Antwerpen;1800201;MDU;2;9;0;11;Site Survey;;151399;211215;;;;;;BUILDING template;;;;;;;;;Cockerillkaai 26-27-28-29-30-31;
ANTWERPEN-WEST - FH11;4518054;708859;;Site Survey;BL1114;;Leopold de Waelplaats;14;;Y;NA;5;4;_;;;;Antwerpen;4518054;SDU;0;1;0;1;Site Survey;;151725;211050;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;1800243;634333;;Site Survey;BL1107;;Cockerillkaai;34;;N;IRREG;4;6;;XA;;;Antwerpen;1800243;MDU;0;10;0;10;Site Survey;Y;151374;211178;17/03/2020 13:45;Y;;;Steffen Verhofsté;BUILDING template;Onbekend;;;;;17/03/2020;;;Cockerillkaai 34-35;
ANTWERPEN-WEST - FH11;4518069;708870;;Site Survey;BL1114;;Museumstraat;19;;Y;NA;4;3;_;;;;Antwerpen;4518069;MDU;0;3;0;3;Site Survey;;151656;211093;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;NB-2000205da09;;;Site Survey;;;Luikstraat;2;;N;IRREG;;5;_;;;;Antwerpen;NB-2000205da09;MDU;0;5;1;6;Site Survey;;151390;211192;3/05/2020;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-200093330198;;;Site Survey;;;Vlaamsekaai;93;;Y;NA;3;4;_;;;;Antwerpen;NB-200093330198;SDU;1;0;0;1;Site Survey;;151239; 210683;6/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-20006a22b03;;;Site Survey;;;Gentplaats;6;;Y;NA;5;5;_;;;;Antwerpen;NB-20006a22b03;MDU;1;5;0;6;Site Survey;;151257;210684;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1800259;634334;;Site Survey;BL1107;;Cockerillkaai;36;;N;IRREG;0;2;;;;;Antwerpen;1800259;SDU;1;0;0;1;Site Survey;;151370;211171;;;;;;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;4518172;708947;;Site Survey;BL1118;;Gijzelaarsstraat;40;;Y;NA;3;5;_;;;;Antwerpen;4518172;MDU;0;2;0;2;Site Survey;;151375;210758;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;1856750;640598;;Site Survey;BL1112;;Graaf van Egmontstraat;10;;Y;NA;3;4;_;;;;Antwerpen;1856750;MDU;0;4;0;4;Site Survey;;151754;211313;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4518173;708948;;Site Survey;BL1118;;Gijzelaarsstraat;42;;Y;NA;3;5;_;;;;Antwerpen;4518173;SDU;0;1;0;1;Site Survey;;151374;210753;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;NB-20007a0b540;;;Site Survey;;;Gentplaats;7;;Y;NA;5;4;Review Required;;;;Antwerpen;NB-20007a0b540;MDU;1;6;0;7;Site Survey;;151251;210681;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1856791;640599;;Site Survey;BL1112;;Graaf van Egmontstraat;12;;Y;NA;3;4;_;;;;Antwerpen;1856791;MDU;0;5;0;5;Site Survey;;151757;211307;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4518175;708949;;Site Survey;BL1118;;Gijzelaarsstraat;52;;Y;NA;4;3;_;;;;Antwerpen;4518175;SDU;0;1;0;1;Site Survey;;151371;210728;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;1856814;640600;;Site Survey;BL1112;;Graaf van Egmontstraat;14;;Y;NA;5;4;_;;;;Antwerpen;1856814;MDU;0;3;0;3;Site Survey;;151753;211300;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4518176;708950;;Site Survey;BL1118;;Gijzelaarsstraat;20;;Y;NA;3;5;_;;;;Antwerpen;4518176;SDU;1;0;0;1;Site Survey;;151379;210816;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;1856859;640602;;Site Survey;BL1112;;Graaf van Egmontstraat;16;;Y;NA;3;4;_;;;;Antwerpen;1856859;SDU;0;1;0;1;Site Survey;;151757;211293;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4518838;709269;;Site Survey;BL1117;;Verschansingstraat;30;;Y;NA;3;3;_;;;;Antwerpen;4518838;MDU;1;2;0;3;Site Survey;;151540;210943;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;1856935;640606;;Site Survey;BL1112;;Graaf van Egmontstraat;22;;Y;NA;3;4;_;;;;Antwerpen;1856935;SDU;0;1;0;1;Site Survey;;151754;211253;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4518839;709270;;Site Survey;BL1117;;Verschansingstraat;38;;Y;NA;3;3;_;;;;Antwerpen;4518839;MDU;0;3;0;3;Site Survey;;151515;210938;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;1856996;640608;;Site Survey;BL1112;;Graaf van Egmontstraat;26;;Y;NA;3;4;_;;;;Antwerpen;1856996;MDU;0;4;0;4;Site Survey;;151757;211242;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4518843;709272;;Site Survey;BL1117;;Pourbusstraat;20;;Y;NA;3;3;_;;;;Antwerpen;4518843;MDU;0;2;0;2;Site Survey;;151529;210965;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;1857025;640610;;Site Survey;BL1112;;Graaf van Egmontstraat;28;;Y;NA;3;4;_;;;;Antwerpen;1857025;MDU;0;2;0;2;Site Survey;;151759;211237;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4519090;14151249;;Site Survey;BL1104;;Lakenstraat;8;;N;HEIGHT;4;1;_;;;;Antwerpen;4519090;SDU;1;0;0;1;Site Survey;;151298;211032;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1857040;640612;;Site Survey;BL1112;;Graaf van Egmontstraat;30;;Y;NA;3;4;_;;;;Antwerpen;1857040;MDU;0;2;0;2;Site Survey;;151759;211231;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4519091;709389;;Site Survey;BL1104;;Lakenstraat;10;;Y;NA;4;4;;;;;Antwerpen;4519091;MDU;0;3;0;3;Site Survey;;151308;211037;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1857074;640615;;Site Survey;BL1112;;Graaf van Egmontstraat;34;;Y;NA;3;6;_;;;;Antwerpen;1857074;MDU;1;4;0;5;Site Survey;;151759;211220;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4519096;709390;;Site Survey;BL1104;;Waalsekaai;45;;Y;NA;3;6;_;;;;Antwerpen;4519096;MDU;0;5;0;5;Site Survey;;151328;211018;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1857110;640616;;Site Survey;BL1112;;Graaf van Egmontstraat;36;;Y;NA;3;4;_;;;;Antwerpen;1857110;MDU;0;4;0;4;Site Survey;;151760;211214;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4519110;709396;;Site Survey;BL1104;;Verviersstraat;11;;Y;NA;4;4;;;;;Antwerpen;4519110;MDU;0;2;0;2;Site Survey;;151285;211015;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-200012e16710;;;Site Survey;;;Gentplaats;12;;N;IRREG;;7;_;;;;Antwerpen;NB-200012e16710;MDU;0;20;1;21;Site Survey;;151232;210671;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1857128;640617;;Site Survey;BL1112;;Graaf van Egmontstraat;38;;Y;NA;3;4;_;;;;Antwerpen;1857128;MDU;0;4;0;4;Site Survey;;151761;211209;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;4519114;709399;;Site Survey;BL1104;;Waalsekaai;46;;Y;NA;4;2;;;;;Antwerpen;4519114;SDU;1;0;0;1;Site Survey;;151311;211015;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1857219;640620;;Site Survey;BL1113;;Graaf van Egmontstraat;46;;Y;NA;5;3;_;;;;Antwerpen;1857219;SDU;0;1;0;1;Site Survey;;151760;211155;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;4519887;709667;;Site Survey;BL1115;;Museumstraat;6;;Y;NA;4;4;_;;;;Antwerpen;4519887;MDU;0;3;0;3;Site Survey;;151588;211106;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1857234;640622;;Site Survey;BL1113;;Graaf van Egmontstraat;48;;Y;NA;5;3;_;;;;Antwerpen;1857234;SDU;0;1;0;1;Site Survey;;151760;211150;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;4519891;14151250;;Site Survey;BL1115;;Museumstraat;30;;Y;NA;4;4;;;;;Antwerpen;4519891;MDU;0;29;0;29;Site Survey;;151652;211065;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1857254;640624;;Site Survey;BL1113;;Graaf van Egmontstraat;50;;Y;NA;5;3;_;;;;Antwerpen;1857254;MDU;1;1;0;2;Site Survey;;151760;211145;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
